"","year","social_capital","absence_exclusion","absence_capture","vdeminformal","btiinformal","informal_channels","vdeminstitutional","btiinstitutional","institutional_channels","vdemcso","bticso","intermediary_channels","civil_capacity","quality_interface","resilience","v2cagenmob","percept_civicspace","natgov_confidence"
"169",1957,NA,NA,0.078472417209034,-0.213617229337242,NA,NA,-0.0536797708007517,NA,NA,-0.0444221723825206,NA,NA,NA,NA,NA,-0.710690789473684,NA,NA
"170",1958,NA,NA,0.11566852052707,-0.210055774388819,NA,NA,-0.0390704646929375,NA,NA,-0.0393912133479975,NA,NA,NA,NA,NA,-0.669526315789474,NA,NA
"171",1959,NA,NA,0.150118648176813,-0.209544995977748,NA,NA,-0.028210714282419,NA,NA,-0.0405942687692965,NA,NA,NA,NA,NA,-0.636592105263158,NA,NA
"172",1960,NA,NA,0.245504879386438,-0.171206240907368,NA,NA,0.00456611991956851,NA,NA,0.0136655708482212,NA,NA,NA,NA,NA,-0.601728476821192,NA,NA
"173",1961,NA,NA,0.272726998873343,-0.168332874865339,NA,NA,0.00967375937190595,NA,NA,0.0214201473448178,NA,NA,NA,NA,NA,-0.576980263157895,NA,NA
"174",1962,NA,NA,0.290176836263485,-0.159016416586702,NA,NA,0.0370475104066841,NA,NA,0.0337169905048147,NA,NA,NA,NA,NA,-0.571486842105263,NA,NA
"175",1963,NA,NA,0.316497306296458,-0.149976338407206,NA,NA,0.0700586253582686,NA,NA,0.0258281804497355,NA,NA,NA,NA,NA,-0.565605263157895,NA,NA
"176",1964,NA,NA,0.34566569725888,-0.177159545626511,NA,NA,0.0659829115004954,NA,NA,0.0297464320985513,NA,NA,NA,NA,NA,-0.572230263157895,NA,NA
"177",1965,NA,NA,0.365446266635103,-0.18784740895405,NA,NA,0.0599378944956669,NA,NA,0.0364630952708234,NA,NA,NA,NA,NA,-0.570263157894737,NA,NA
"178",1966,NA,NA,0.376706885935661,-0.195386638240743,NA,NA,0.0408868161073724,NA,NA,0.0318244369171586,NA,NA,NA,NA,NA,-0.530907894736842,NA,NA
"179",1967,NA,NA,0.373654641736247,-0.219795549021836,NA,NA,0.0187085930467726,NA,NA,0.0271001856876703,NA,NA,NA,NA,NA,-0.477421052631579,NA,NA
"180",1968,NA,NA,0.382073657170254,-0.239222621053857,NA,NA,0.017141313930509,NA,NA,0.0229132675119636,NA,NA,NA,NA,NA,-0.341796052631579,NA,NA
"181",1969,NA,NA,0.394988015760393,-0.270635493334699,NA,NA,0.0123064261380922,NA,NA,0.0107567015651222,NA,NA,NA,NA,NA,-0.430190789473684,NA,NA
"182",1970,NA,NA,0.417090737213027,-0.252062050975974,NA,NA,0.0163152596229669,NA,NA,0.00475093477816311,NA,NA,NA,NA,NA,-0.444335526315789,NA,NA
"183",1971,NA,NA,0.398926780034288,-0.265063683257772,NA,NA,0.00642190231361298,NA,NA,0.00450950508412049,NA,NA,NA,NA,NA,-0.484227272727273,NA,NA
"184",1972,NA,NA,0.396664345568109,-0.271679722139328,NA,NA,-0.00448288604341562,NA,NA,-0.0131787863743291,NA,NA,NA,NA,NA,-0.541915584415584,NA,NA
"185",1973,NA,NA,0.391058684356886,-0.281576156082199,NA,NA,-0.0247472896780021,NA,NA,-0.0209771280100251,NA,NA,NA,NA,NA,-0.528363636363636,NA,NA
"186",1974,NA,NA,0.436486742189267,-0.254963519516356,NA,NA,-0.0302717496307977,NA,NA,0.00268785754971346,NA,NA,NA,NA,NA,-0.468097402597403,NA,NA
"187",1975,NA,NA,0.501927400481933,-0.257011176644103,NA,NA,-0.00412819034573955,NA,NA,-0.00669268825890824,NA,NA,NA,NA,NA,-0.569428571428572,NA,NA
"188",1976,NA,NA,0.518596110177341,-0.254742524480646,NA,NA,-0.00894438022078281,NA,NA,-0.00536129106396981,NA,NA,NA,NA,NA,-0.617181818181818,NA,NA
"189",1977,NA,NA,0.528987460719703,-0.259179690432003,NA,NA,-0.0103404913846695,NA,NA,-0.00117977923233066,NA,NA,NA,NA,NA,-0.594090909090909,NA,NA
"190",1978,NA,NA,0.531318782107926,-0.239556021870477,NA,NA,-0.00287129665787573,NA,NA,-0.00122702795359209,NA,NA,NA,NA,NA,-0.583662337662338,NA,NA
"191",1979,NA,NA,0.542820532267441,-0.224138165082298,NA,NA,0.0477626635895143,NA,NA,0.0098220855134003,NA,NA,NA,NA,NA,-0.506,NA,NA
"192",1980,NA,NA,0.595289944588485,-0.132612580933206,NA,NA,0.0614495391069033,NA,NA,0.0995757564216693,NA,NA,NA,NA,NA,-0.455818181818182,NA,NA
"193",1981,NA,NA,0.602412600313388,-0.141662951421825,NA,NA,0.0611304279837293,NA,NA,0.0900953005005574,NA,NA,NA,NA,NA,-0.490279220779221,NA,NA
"194",1982,NA,NA,0.617386432921911,-0.143014674686615,NA,NA,0.0773851508204099,NA,NA,0.0779665537527407,NA,NA,NA,NA,NA,-0.524298701298701,NA,NA
"195",1983,NA,NA,0.621359257176137,-0.12823834955603,NA,NA,0.0797585397990172,NA,NA,0.0781342867132189,NA,NA,NA,NA,NA,-0.462136363636363,NA,NA
"196",1984,NA,NA,0.625756706726049,-0.118618471295952,NA,NA,0.0963722626492687,NA,NA,0.111180042363484,NA,NA,NA,NA,NA,-0.448603896103896,NA,NA
"197",1985,NA,NA,0.625363484829087,-0.102263992099876,NA,NA,0.119866819092962,NA,NA,0.14772456582316,NA,NA,NA,NA,NA,-0.474305194805195,NA,NA
"198",1986,NA,NA,0.628742228530479,-0.0652940177309005,NA,NA,0.133917680735221,NA,NA,0.194238569469004,NA,NA,NA,NA,NA,-0.434214285714285,NA,NA
"199",1987,NA,NA,0.62670332175772,-0.0482705384418454,NA,NA,0.149713681332339,NA,NA,0.234383445488803,NA,NA,NA,NA,NA,-0.386136363636364,NA,NA
"200",1988,NA,NA,0.642340828398622,-0.028739166496543,NA,NA,0.173248126666429,NA,NA,0.257178591061395,NA,NA,NA,NA,NA,-0.308311688311688,NA,NA
"201",1989,NA,NA,0.656951265705339,0.0279808693944803,NA,NA,0.194539084342611,NA,NA,0.288881361618311,NA,NA,NA,NA,NA,-0.0595677419354839,NA,NA
"202",1990,NA,NA,0.723163090712277,0.299594273253946,NA,NA,0.291004370805123,NA,NA,0.459244958460057,NA,NA,NA,NA,NA,0.123254437869822,NA,NA
"203",1991,NA,NA,0.739354092912834,0.38277579570608,NA,NA,0.346683003923644,NA,NA,0.548347743379157,NA,NA,NA,NA,NA,0.099578947368421,NA,NA
"204",1992,NA,NA,0.75032547332478,0.454615512686987,NA,NA,0.414337229304037,NA,NA,0.615306234261662,NA,NA,NA,NA,NA,-0.0733546511627907,NA,NA
"205",1993,NA,NA,0.754052123168997,0.483427994356433,NA,NA,0.48145239534326,NA,NA,0.642575921175002,NA,NA,NA,NA,NA,-0.209913294797688,NA,NA
"206",1994,NA,NA,0.771496950186757,0.484473300875339,NA,NA,0.50016814921527,NA,NA,0.659516626192067,NA,NA,NA,NA,NA,-0.231601156069364,NA,NA
"207",1995,NA,NA,0.757516718151605,0.504586335319066,NA,NA,0.506378483605193,NA,NA,0.688294418350419,NA,NA,NA,NA,NA,-0.250508670520231,NA,NA
"208",1996,NA,NA,0.750508518953522,0.509563696010835,NA,NA,0.548541040754571,NA,NA,0.699656750340471,NA,NA,NA,NA,NA,-0.247797687861272,NA,NA
"209",1997,NA,NA,0.746077491810157,0.513425860503656,NA,NA,0.548523220569808,NA,NA,0.695301295716417,NA,NA,NA,NA,NA,-0.258254335260116,NA,NA
"210",1998,NA,NA,0.757029443566518,0.524804083426196,NA,NA,0.545070377401655,NA,NA,0.71928723278588,NA,NA,NA,NA,NA,-0.244402298850575,NA,NA
"211",1999,NA,NA,0.748066833385955,0.524607179248955,NA,NA,0.547059081227484,NA,NA,0.72660490071113,NA,NA,NA,NA,NA,-0.241085714285714,NA,NA
"212",2000,NA,NA,0.734721781727316,0.579463539328523,NA,NA,0.555127762168333,NA,NA,0.784274994801625,NA,NA,NA,NA,NA,-0.175136363636364,NA,NA
"213",2001,NA,NA,0.731415865426573,0.596948835109403,NA,NA,0.564354085574267,NA,NA,0.811744827417892,NA,NA,NA,NA,NA,-0.212460227272727,NA,NA
"214",2002,NA,NA,0.738541247285183,0.612793757780943,NA,NA,0.599055307524627,NA,NA,0.820185477793842,NA,NA,NA,NA,NA,-0.214090909090909,NA,NA
"215",2003,NA,NA,0.755390907280668,0.621389192700032,NA,NA,0.619568682268324,NA,NA,0.844275278370286,NA,NA,NA,NA,NA,-0.166051136363636,NA,NA
"216",2004,NA,NA,0.7542997598424,0.625210721262451,NA,NA,0.627106314934213,NA,NA,0.856678508155601,NA,NA,NA,NA,NA,-0.195227272727273,NA,NA
"217",2005,-0.0342222471735298,-0.0284424308185366,0.751029768363423,0.635909198629412,0.188980823661106,0.150753030522588,0.658657733715298,NA,NA,0.861198489004887,-0.0269504283215779,-0.00783674984173639,-0.00796959413010007,NA,NA,-0.122744318181818,NA,NA
"218",2006,NA,NA,0.753925156860238,0.62799274598635,NA,NA,0.672458099925109,NA,NA,0.866965288864523,NA,NA,NA,NA,NA,-0.147017045454545,NA,NA
"219",2007,0.0344974923947503,-0.0467667197826575,0.751988463653493,0.602164329745075,0.190678196360829,0.126743184146223,0.656648349428232,NA,NA,0.86638796845788,-0.0204086362429356,-0.00789280732763543,0.0108149728513887,NA,NA,-0.149028248587571,NA,NA
"220",2008,NA,NA,0.755361080711152,0.61320899895512,NA,NA,0.662263217813742,NA,NA,0.877675488885552,NA,NA,NA,NA,-0.145006956866902,-0.120977401129943,-0.0900827198574007,0.485322525846624
"221",2009,0.0521920529048381,0.0292258774486333,0.756991708844212,0.614873018633236,0.108842195029347,0.0804600342791697,0.671876553079844,NA,NA,0.881292829749949,0.00235358790273306,0.00917486024569699,0.0488933235256323,NA,-0.375847433417224,-0.0964689265536722,-0.318100468411604,0.493923683079981
"222",2010,NA,NA,0.761914237280425,0.623700986584463,NA,NA,0.673297284928904,NA,NA,0.909175109765212,NA,NA,NA,NA,-0.0704598174319311,0.00112994350282496,-0.116786335228196,0.492437637538887
"223",2011,0.102773492834622,0.0582861140811788,0.76648252311232,0.629955910096149,0.0980613306564099,0.0868158169803455,0.684202403159966,NA,NA,0.92997700822532,0.0260807152262236,0.0622304233088704,0.0900627394294882,NA,1.63712599858532,0.170230337078651,-0.415298426578208,0.494011514429604
"224",2012,NA,NA,0.767524947740629,0.631105601274416,NA,NA,0.697923845314118,NA,NA,0.939574886457344,NA,NA,NA,NA,-0.168413709824071,0.157595505617978,-0.198037539431661,0.451266460975663
"225",2013,0.0353465069790074,0.0364490898229664,0.72410455137576,0.619394793458585,0.102681701101954,0.0861040103357002,0.72129411376615,NA,NA,0.893299106112832,0.0913303153658225,0.0802664482263824,0.0356070351456083,NA,-0.203926339820512,0.142769662921348,-0.194936590859156,0.448320433076832
"226",2014,NA,NA,0.723583852447166,0.60724133968523,NA,NA,0.727171889083037,NA,NA,0.881515182644456,NA,NA,NA,NA,0.39110257206057,0.129224719101124,0.829000656846691,0.473038354845902
"227",2015,-0.0255172550541277,0.045391577834289,0.723623821478903,0.595494882530537,0.00411379826367372,0.017880433797471,0.72582008631729,0.138615713695347,0.0959656324475855,0.879126073490413,0.0616714062114594,0.0522946207063166,0.0118407316918986,0.15490774335133,-0.0582663148401449,0.123983146067416,-0.0216583123096088,0.479018081932567
"228",2016,NA,NA,0.714579712266993,0.576954255544591,NA,NA,0.720780770943715,NA,NA,0.864109703985346,NA,NA,NA,NA,-0.0252190359826141,0.109752808988764,0.0190356530132389,0.476967438425009
"229",2017,-0.0481472351103394,0.00309241041659587,0.699545307350724,0.58477037308986,-0.0513306470828591,-0.0206408565141065,0.725922754881778,0.00503426346266981,-0.00416183557713505,0.873831907064935,0.035967018277678,0.0219874945239916,-0.0294584992432046,0.0529552179683701,0.0571602428412902,0.15135393258427,0.0379462717932755,0.502396908457632
"230",2018,NA,NA,0.720043982674767,0.587803537671282,NA,NA,0.729224776999124,NA,NA,0.865808810235402,NA,NA,NA,NA,-0.00985708098529875,0.207567415730337,-0.154878491345922,0.494564050001892
"231",2019,-0.0313249975168055,-0.0190255532307961,0.716695022981097,0.578894173734275,-0.110220405699897,-0.0624585138700876,0.738667818059489,0.0182722677774651,0.0142053284372903,0.868394767064756,-0.000766089949059227,-0.000616241675111739,-0.0326204792096565,0.0120083361849443,0.10790273300503,0.337178770949721,-0.0733974531897353,0.498707964201458
"232",2020,NA,NA,0.711264773491721,0.47791147985408,NA,NA,0.710811897780978,NA,NA,0.86304258237708,NA,NA,NA,NA,0.0243291102545328,0.00918435754189947,0.0158194769116133,0.484149391066681
"233",2021,-0.019790581911741,-0.0264898478249052,0.683719535961406,0.442245167501707,-0.195702963103512,-0.191456276760238,0.72066193059667,-0.011046949451112,0.00414817503280453,0.818225546910665,-0.0658692263397478,-0.0781498332702394,-0.0472718174990552,-0.0619555896102626,0.0389485828164541,0.023870786516854,0.207614841134334,0.472431699761696
"234",2022,NA,NA,0.693277698681872,0.457143670436654,NA,NA,0.685505956694828,NA,NA,0.79571031701663,NA,NA,NA,NA,0.154594679434892,0.0831123595505618,0.205782954253678,0.497212927937508
"235",2023,-0.0606488785508999,-0.048547391760934,0.679099463441567,0.459040324417009,-0.282634377412273,-0.234129730590965,0.692434603421726,-0.122276290911896,-0.0920862282644817,0.772629409066175,-0.0956306601183482,-0.119697909669406,-0.0708004179494252,-0.127526281850777,0.21333366294229,0.0780169491525423,0.195507608285115,0.499282673502169
